nh	female	married	sepdiv	single	ownhh	white	black	hispan	mobility	age	yrsnh	ses	violence	control
104	1	1	0	0	1	1	0	0	0	61	11	0.4313	151.72	459.92
104	1	0	0	0	1	1	0	0	3	68	0.75	-0.9867	284.61	319.92
104	1	1	0	0	0	1	0	0	3	34	1.9355	1.205	140.79	366.45
104	0	1	0	0	1	0	0	1	1	36	2.5	0.1914	241.03	359.92
104	0	1	0	0	0	0	0	1	3	36	0.7584	-0.9157	105.19	399.92
104	1	1	0	0	0	1	0	0	1	44	1	0.4652	100.79	359.92
104	0	0	0	1	1	0	0	1	3	25	2.25	1.8589	180.79	359.92
104	1	0	1	0	0	1	0	0	0	78	14	2.1291	120.79	499.92
104	1	0	0	1	1	0	0	0	0	29	7	-0.1771	100.79	399.92
104	1	1	0	0	0	1	0	0	2	25	0.25	0.7363	NA	399.92
104	0	0	0	1	0	0	0	1	2	38	2	-1.2208	104.83	499.92
104	0	0	0	1	0	1	0	0	1	38	4.5	-0.9087	166.03	399.92
104	1	0	1	0	0	0	0	1	1	33	0.25	-0.8946	120.79	399.92
104	1	1	0	0	0	1	0	0	2	32	2	-0.5733	293.64	399.92
104	0	1	0	0	1	0	0	0	1	39	3	1.9855	166.03	419.92
106	1	0	0	0	0	1	0	0	1	80	0.3333	-1.1056	140.79	459.93
106	1	1	0	0	1	0	0	1	2	45	0.0833	1.1773	120.79	399.93
106	0	1	0	0	1	0	0	1	2	37	0.5	0.4527	100.79	399.93
106	1	0	0	0	1	1	0	0	0	71	35.9167	2.5581	141.03	419.93
106	1	1	0	0	0	0	0	1	3	33	1.5	-1.6076	200.79	279.93
106	0	1	0	0	1	1	0	0	3	34	2	0.279	116.03	299.93
106	0	1	0	0	0	1	0	0	0	28	6.0833	-0.1788	240.79	259.93
106	1	1	0	0	1	0	0	1	0	54	5.25	0.1083	100.79	459.93
106	0	0	0	1	1	0	0	0	0	21	20.4167	1.4749	320.79	159.93
106	1	0	1	0	1	0	0	1	1	42	3	3.0938	120.79	339.93
106	1	0	0	1	0	1	0	0	1	29	2	0.7599	120.79	319.93
106	1	1	0	0	1	1	0	0	2	27	1	-0.3921	140.79	259.93
106	1	1	0	0	1	1	0	0	1	26	1.5	1.5231	100.79	459.93
106	0	1	0	0	0	1	0	0	1	33	2.0833	0.3932	NA	419.93
106	1	1	0	0	0	1	0	0	1	55	3.75	0.5306	300.79	239.93
106	1	1	0	0	1	0	0	1	1	54	1.25	-1.2766	260.79	279.93
106	1	1	0	0	1	1	0	0	0	43	9.5	0.6411	300.79	199.93
106	0	1	0	0	1	1	0	0	0	73	35	-0.1238	160.79	299.93
106	0	0	0	1	1	1	0	0	2	26	1.5	-0.4879	100.79	359.93
107	1	1	0	0	1	0	0	1	0	58	15.75	0.4819	220.79	239.93
107	0	0	0	0	1	1	0	0	0	73	42.5	-0.0029	220.79	319.93
107	1	1	0	0	1	0	0	1	5	29	0.5833	-0.0831	120.79	399.93
107	1	0	0	0	1	1	0	0	2	79	1.5	-0.5311	178.71	399.93
107	0	0	0	1	1	0	0	1	1	19	3	0.2594	120.79	459.93
107	0	1	0	0	1	0	0	1	2	33	2.4839	-0.3817	96.07	379.93
107	0	0	0	1	0	1	0	0	1	27	0.0833	0.5108	NA	299.93
107	1	1	0	0	1	1	0	0	0	70	15	-0.5093	284.61	299.93
107	0	1	0	0	0	0	0	1	1	26	1	-2.2891	220.79	319.93
107	1	1	0	0	0	0	0	1	3	41	0.1667	-0.617	85.28	379.93
107	1	0	1	0	0	1	0	0	1	30	1.5	1.1831	NA	399.93
107	1	1	0	0	1	1	0	0	0	44	22	0.0669	120.79	439.93
107	1	0	0	0	1	1	0	0	0	69	40	0.7366	105.19	359.93
108	1	1	0	0	1	1	0	0	0	53	23.3333	1.1012	220.79	279.93
108	1	0	0	0	1	1	0	0	0	74	40	-0.2629	160.79	379.93
108	1	0	1	0	1	0	0	1	0	32	5.0833	0.3862	240.79	319.93
108	0	1	0	0	1	0	0	1	0	44	5.9167	2.3697	120.79	359.93
108	0	0	0	1	1	0	0	1	1	42	1.5	0.8198	160.79	459.93
108	0	1	0	0	1	1	0	0	0	83	40	-1.2028	200.79	319.93
108	1	1	0	0	1	0	0	1	2	25	0.5	0.9098	120.79	419.93
108	1	1	0	0	0	1	0	0	0	48	20.3333	0.9513	220.79	259.93
108	1	0	1	0	0	0	0	1	3	30	0.1667	-1.4265	160.79	419.93
108	0	0	1	0	1	1	0	0	0	67	24	-0.1893	100.79	379.93
108	0	0	0	1	0	1	0	0	1	19	0.6667	-1.2789	298.75	199.93
108	1	0	0	1	1	0	0	1	2	29	2.0833	0.693	284.62	339.93
108	1	1	0	0	1	0	0	1	2	33	2.5	0.5685	180.79	439.93
108	0	1	0	0	0	0	0	1	2	57	1.5833	-0.7173	100.79	399.93
108	0	1	0	0	1	1	0	0	0	69	8	0.5788	154.15	279.93
108	0	1	0	0	1	1	0	0	0	35	5.25	0.9063	120.79	379.93
108	1	0	0	1	1	0	0	1	2	24	1	-1.1497	140.79	379.93
108	0	1	0	0	0	0	0	1	1	33	0.6667	-0.9249	100.79	299.93
108	0	0	0	1	0	1	0	0	1	31	4	2.0698	100.79	179.93
108	1	0	0	1	1	0	0	1	2	21	1.5	0.5673	100.79	319.93
108	0	0	0	1	0	1	0	0	3	29	0.8333	-0.2537	391.03	239.93
108	1	0	0	1	0	0	0	1	3	32	0.3333	-0.3195	100.79	359.93
108	1	0	0	1	0	0	0	1	2	31	2	-1.7978	120.79	379.93
108	0	1	0	0	0	0	0	1	2	43	3.1667	2.1021	100.79	499.93
108	0	1	0	0	1	0	0	1	0	63	18	2.2613	120.79	499.93
108	1	1	0	0	0	0	0	1	2	30	0.5	0.5685	100.79	479.93
108	1	0	0	1	1	0	0	1	1	34	1	-2.0215	100.79	379.93
108	1	0	0	1	1	0	0	0	0	80	7	0.6177	140.79	339.93
108	1	1	0	0	1	0	0	1	1	35	0.5	-0.9883	100.79	419.93
108	0	1	0	0	0	0	0	1	1	22	4	-0.5305	100.79	439.93
108	1	1	0	0	1	1	0	0	1	32	3.75	-0.3989	NA	359.93
108	1	1	0	0	0	0	0	1	0	40	11	-0.361	100.79	179.93
108	0	1	0	0	0	0	0	1	0	27	4	0.2468	216.03	399.93
109	0	1	0	0	1	0	0	1	2	59	0.5833	0.3966	120.79	439.92
109	0	1	0	0	1	0	0	1	1	41	10.1628	-1.8059	154.83	379.92
109	1	0	0	0	1	0	0	1	1	40	27.4737	1.1116	93.17	499.92
109	1	0	1	0	1	0	0	1	0	52	9	0.9513	120.79	399.92
109	1	0	1	0	1	0	0	1	1	36	3	-1.1253	166.03	399.92
109	0	1	0	0	1	0	0	1	3	33	2.5	1.4177	100.79	499.92
109	0	1	0	0	0	0	0	0	1	49	3	-0.347	100.79	399.92
110	1	0	0	1	0	0	0	1	2	23	0.6667	-0.3725	220.79	219.93
110	0	1	0	0	1	0	0	1	0	41	7.1667	0.8983	120.79	339.93
110	0	0	1	0	0	0	0	1	0	36	15.8333	1.3549	120.79	379.93
110	0	0	0	1	0	0	0	1	1	29	1.75	0.1164	220.79	379.93
110	0	1	0	0	0	0	0	1	2	27	2.5	-0.7969	100.79	479.93
110	1	1	0	0	1	0	0	1	0	42	18.8347	-1.1336	200.79	399.93
110	1	0	1	0	0	0	0	1	2	51	18.0614	-2.6427	280.79	319.93
110	0	1	0	0	1	0	0	1	0	33	6	0.1522	287.36	299.93
110	1	1	0	0	1	0	0	1	0	27	5.1667	-0.8903	100.79	199.93
110	1	1	0	0	1	1	0	0	0	64	26	0.9502	100.79	399.93
110	1	0	0	1	1	1	0	0	0	44	9	1.8372	111.13	319.93
110	1	0	1	0	1	0	0	1	0	51	13.9167	-3.3072	220.79	279.93
110	0	1	0	0	1	0	0	1	1	35	4.1667	0.7922	241.03	299.93
110	1	1	0	0	0	0	0	1	2	26	3.25	0.2156	100.79	359.93
110	0	1	0	0	0	0	0	1	0	54	7	-0.9215	100.79	379.93
110	1	0	1	0	1	0	1	0	1	40	0.5833	0.1487	140.79	319.93
110	0	1	0	0	1	0	0	1	0	31	5	-0.8156	100.79	399.93
111	1	0	0	1	0	0	1	0	1	34	2	0.1176	120.79	459.93
111	1	0	1	0	1	1	0	0	0	42	10	-0.2204	260.79	479.93
111	1	1	0	0	1	1	0	0	0	77	22.1667	-0.4087	100.79	399.93
111	1	0	0	0	1	1	0	0	0	76	50	0.6365	160.79	459.93
111	0	0	0	1	0	0	0	1	0	19	5	-0.1556	140.79	199.93
111	1	0	0	0	1	1	0	0	0	82	75	-0.9013	100.79	359.93
111	1	1	0	0	1	0	0	1	0	23	7	1.0459	100.79	459.93
111	0	1	0	0	0	0	0	1	1	23	3.5	-0.0727	320.79	319.93
111	1	1	0	0	1	0	0	1	3	40	1.5	-0.7127	105.19	459.93
111	1	1	0	0	0	1	0	0	0	30	10	0.279	100.79	459.93
111	1	0	0	1	1	1	0	0	0	37	28.0833	-0.4037	159.83	479.93
111	0	1	0	0	1	0	0	1	2	44	3	2.0803	220.79	439.93
111	1	1	0	0	1	0	0	1	0	35	8	1.2823	160.79	479.93
111	1	1	0	0	0	0	0	1	1	54	6	-1.7125	120.79	379.93
111	0	0	0	1	0	1	0	0	0	28	10	0.1083	160.79	259.93
111	1	0	0	1	0	0	0	1	1	25	4.4167	0.0888	120.79	359.93
111	0	0	0	1	1	0	0	0	1	20	1.0833	1.0782	100.79	399.93
111	0	1	0	0	0	0	0	1	2	29	1	-1.4473	100.79	299.93
111	0	1	0	0	0	0	0	1	2	32	1.1667	-1.1786	100.79	399.93
111	1	1	0	0	1	0	0	1	3	26	0.6667	-2.0515	100.79	319.93
111	1	1	0	0	1	0	0	1	0	39	10	-1.0852	120.79	419.93
111	1	0	0	1	1	0	0	1	0	23	5	2.4435	180.79	399.93
111	1	1	0	0	1	1	0	0	0	33	6.3333	-0.5097	155.19	479.93
111	0	0	1	0	0	1	0	0	1	40	2.5	3.1792	216.03	299.93
111	1	0	1	0	0	0	0	1	0	53	7.5	-0.4463	180.79	479.93
111	1	1	0	0	1	0	0	1	2	25	2.0833	-1.8186	100.79	499.93
111	0	1	0	0	1	0	0	1	1	50	1.1667	1.3238	100.79	179.93
111	0	1	0	0	1	0	0	1	1	29	0.5833	-1.6502	100.79	499.93
111	1	0	0	0	1	0	0	1	0	43	5	-2.1149	160.79	359.93
111	1	0	0	0	1	0	0	1	1	26	0.5	-1.7244	100.79	419.93
111	1	0	0	0	1	1	0	0	0	70	29	-0.4913	120.79	439.93
111	0	0	0	1	1	1	0	0	0	48	17	-0.3933	180.79	399.93
111	0	0	0	1	0	0	0	0	2	36	3	-0.6207	100.79	439.93
111	0	1	0	0	0	0	0	1	2	26	0.0833	-0.1684	100.79	319.93
111	0	1	0	0	1	0	0	1	0	47	9	1.2477	220.79	379.93
111	0	1	0	0	1	1	0	0	1	50	2.5	1.4714	100.79	339.93
111	1	1	0	0	1	0	0	1	0	40	6.0833	-2.1911	120.79	399.93
111	1	1	0	0	0	0	0	1	1	31	3.1667	-0.4255	100.79	419.93
111	0	1	0	0	1	0	0	1	2	27	0.6667	-1.9258	100.79	319.93
111	1	1	0	0	1	0	0	1	0	49	5.25	-1.829	120.79	299.93
111	0	0	0	1	0	0	0	1	1	56	4.75	-2.4182	180.79	359.93
111	0	0	0	1	1	0	0	1	3	18	2	-0.5409	120.79	399.93
111	0	1	0	0	1	0	0	1	1	51	9.8327	-2.5831	100.79	419.93
111	0	1	0	0	1	0	0	1	0	38	6.5	0.2478	140.79	399.93
111	0	1	0	0	0	0	0	1	2	40	0.1667	-0.2007	100.79	319.93
111	1	0	0	1	1	0	0	1	2	18	1	-1.0289	100.79	419.93
111	1	1	0	0	1	0	0	1	0	35	9	0.3204	100.79	399.93
112	0	0	0	0	0	0	0	1	0	80	16.1667	-1.0884	100.79	339.93
112	1	0	1	0	0	0	0	1	0	49	10	0.8441	240.79	319.93
112	1	0	0	1	1	1	0	0	0	37	26.1667	-0.0508	180.79	359.93
112	1	0	1	0	0	0	0	0	0	35	10.3333	0.0357	204.83	319.93
112	0	1	0	0	1	1	0	0	0	62	20.5833	0.6545	140.79	259.93
112	1	1	0	0	1	0	0	1	2	42	1	-0.4129	104.83	379.93
112	0	0	0	0	0	1	0	0	1	42	0.25	2.1667	105.19	479.93
112	0	0	0	1	1	1	0	0	0	81	44.1667	-0.2837	130.19	359.93
112	1	0	0	0	1	1	0	0	0	70	26.5	1.5395	216.03	319.93
112	0	0	0	1	1	1	0	0	0	23	21.9167	2.1033	140.79	399.93
112	1	0	0	1	1	1	0	0	0	67	67	0.9883	140.79	299.93
112	0	0	0	1	1	1	0	0	0	19	8	-0.36	191.03	279.93
112	0	1	0	0	0	0	0	1	0	83	12	-1.1067	258.92	199.93
112	1	0	0	0	0	1	0	0	0	62	6	-0.7669	160.79	279.93
112	0	0	0	0	1	1	0	0	0	76	48	0.2883	160.79	339.93
112	1	1	0	0	1	1	0	0	0	65	25	1.5593	140.79	339.93
112	1	1	0	0	1	0	0	1	1	39	0.8333	-1.8728	100.79	319.93
112	1	1	0	0	0	0	0	1	0	28	3.5	-0.7047	160.79	319.93
112	0	0	0	1	0	0	0	1	1	18	2.75	-0.5213	160.79	339.93
112	1	1	0	0	1	1	0	0	0	78	45	0.8889	123.75	259.93
112	1	0	0	1	1	0	0	0	1	19	6.5	0.4443	100.79	299.93
112	1	0	0	0	0	1	0	0	1	24	1.5	-0.1806	220.79	279.93
112	1	1	0	0	1	0	0	1	0	32	8.5	-1.3435	140.79	379.93
112	0	1	0	0	1	1	0	0	0	42	11.5	0.053	292.25	139.93
112	0	1	0	0	1	0	0	1	1	26	1	1.6601	335.99	179.93
112	0	1	0	0	1	0	0	0	1	42	3.5	3.9086	100.79	399.93
112	0	1	0	0	1	0	0	1	1	55	1.5	-0.7127	180.19	339.93
112	0	0	0	1	1	0	0	0	2	36	2.5	-0.7278	100.79	279.93
112	0	1	0	0	0	0	0	1	1	38	1	-0.6821	180.19	279.93
112	0	1	0	0	1	0	0	1	0	40	8	-0.425	100.79	479.93
112	1	1	0	0	1	0	0	1	1	35	0.0833	2.6123	NA	319.93
112	1	0	1	0	0	0	0	1	1	34	3	-0.2549	180.79	319.93
112	0	0	0	1	0	1	0	0	0	69	13	-0.5859	98.16	419.93
112	1	0	1	0	0	0	0	1	1	43	0.4167	-0.0946	191.03	419.93
112	1	0	0	0	0	0	0	0	2	75	4	-1.2497	103.93	299.93
112	0	1	0	0	1	1	0	0	5	28	5	-0.1212	200.79	299.93
112	1	0	0	0	1	1	0	0	0	93	34	-1.6801	160.79	159.93
112	1	0	0	0	1	0	0	1	1	62	3	0.9185	100.79	379.93
112	1	1	0	0	1	0	0	1	1	31	2.5	1.0469	160.79	379.93
112	0	0	1	0	1	0	0	0	0	72	10	-1.0919	155.19	279.93
112	1	0	0	1	0	0	0	1	6	19	0.3333	0.5089	160.79	279.93
112	0	1	0	0	0	1	0	0	1	38	1.1667	1.3082	302.54	219.93
112	1	1	0	0	0	0	0	1	1	38	0.8333	-1.6376	100.79	339.93
112	1	1	0	0	1	0	0	1	0	58	5.4009	-0.5467	320.79	279.93
112	0	0	1	0	0	0	0	1	0	56	6.5	0.7391	98.75	439.93
112	1	0	1	0	0	0	0	1	3	27	0.25	-0.2336	93.17	279.93
112	0	1	0	0	1	0	0	1	2	29	20	-1.927	104.83	339.93
113	1	0	0	1	0	0	0	1	1	25	2.6667	0.5339	200.79	359.93
113	0	0	0	1	1	0	0	1	1	22	21.0085	0.9214	160.79	439.93
113	1	0	0	0	0	0	0	1	3	30	0.4167	-0.6312	NA	379.93
113	0	0	1	0	1	0	0	1	0	31	5.3333	-0.4567	140.79	419.93
113	1	1	0	0	0	0	0	1	1	25	2.1667	-1.4922	200.79	319.93
113	0	1	0	0	0	0	0	1	1	31	1.0726	0.3862	223.75	359.93
113	1	1	0	0	0	0	0	1	0	40	7.5	-0.617	100.79	479.93
113	0	1	0	0	0	0	0	1	0	34	7.1667	0.0207	100.79	339.93
113	1	0	1	0	0	0	0	1	0	39	5	-0.4474	260.79	439.93
113	0	1	0	0	0	0	0	1	1	29	3.0833	-0.5142	200.79	319.93
113	0	0	1	0	0	0	0	1	0	31	6.5	-0.0197	100.79	339.93
113	0	0	1	0	1	0	0	1	0	40	8.3333	0.128	100.79	379.93
113	0	0	0	0	0	1	0	0	3	56	0.6667	-0.4745	100.79	479.93
113	1	1	0	0	1	1	0	0	0	32	1	0.8752	203.93	259.93
113	0	0	1	0	0	0	0	1	2	41	2	0.8377	191.03	399.93
113	0	1	0	0	1	0	0	1	0	53	9	0.4197	100.79	319.93
114	0	0	0	1	1	1	0	0	0	63	42.5	2.7063	120.79	359.92
114	0	1	0	0	1	0	0	1	3	20	1	-0.0831	143.99	159.92
114	1	0	1	0	0	1	0	0	0	55	18.1667	-1.5118	226.98	359.92
114	1	0	1	0	0	0	0	1	2	34	1	0.49	340.79	259.92
114	1	0	1	0	0	0	0	1	1	40	2.0833	-0.935	300.79	339.92
114	1	1	0	0	0	0	0	1	2	27	3.0833	-0.9224	100.79	419.92
114	1	0	1	0	0	0	0	1	2	38	0.6667	0.5039	200.79	199.92
114	1	1	0	0	1	1	0	0	0	64	23	1.0116	283.19	219.92
114	0	1	0	0	0	0	0	1	1	39	25.1002	1.3976	255.19	459.92
114	1	1	0	0	0	0	0	1	2	29	2.5	-0.1361	220.79	299.92
114	0	1	0	0	0	0	0	1	0	22	10.25	-1.7206	180.79	499.92
114	0	0	0	1	0	0	0	1	2	19	0.0833	-2.0019	NA	419.92
114	0	0	1	0	0	0	0	1	5	22	1.1853	-2.1583	200.79	339.92
114	1	1	0	0	0	0	0	1	1	50	2.5	-0.2227	154.15	199.92
114	1	1	0	0	1	0	0	1	0	36	5.1667	2.3648	98.16	279.92
114	0	0	0	1	0	0	0	1	2	19	0.25	-1.385	NA	299.92
114	0	0	0	1	1	0	0	1	2	18	0.5833	-0.2469	226.98	499.92
114	0	0	0	1	0	0	0	1	2	22	0.3333	-0.9248	260.79	439.92
114	1	1	0	0	1	0	0	1	0	50	7	-1.4694	230.19	499.92
114	1	0	0	1	0	0	1	0	1	23	1	-0.487	280.79	499.92
114	0	1	0	0	1	0	0	1	0	54	5	-0.9315	280.79	419.92
114	1	1	0	0	1	0	0	1	0	69	5	-1.5206	160.79	359.92
114	0	1	0	0	1	0	0	1	0	41	5.25	-0.4233	100.79	419.92
114	1	0	0	0	0	0	0	1	0	62	8	-0.0602	280.79	439.92
114	0	1	0	0	0	0	0	1	1	36	0.6667	-0.9805	260.79	499.92
114	0	1	0	0	0	0	0	1	1	33	3	0.6694	120.79	399.92
114	1	1	0	0	1	0	0	1	0	35	5.5	0.5448	226.98	499.92
114	1	0	0	1	0	0	0	1	2	22	0.4167	-1.3605	285.99	459.92
114	1	1	0	0	1	0	0	1	0	40	20	1.7891	280.79	499.92
114	0	1	0	0	0	0	0	1	1	61	1	-1.2127	260.79	499.92
114	1	0	1	0	0	0	0	1	0	42	3	-0.0946	220.79	239.92
114	1	0	0	0	1	0	0	1	1	35	4	-1.4276	200.79	299.92
114	0	0	0	1	1	0	0	1	0	34	10	-2.6065	204.84	319.92
114	0	1	0	0	1	0	0	1	0	54	11.0833	0.2757	200.79	299.92
114	0	0	0	1	0	0	0	1	2	30	1	-1.6836	283.19	239.92
114	0	1	0	0	1	0	0	1	0	73	25	-2.2268	140.79	199.92
114	0	0	0	1	1	0	0	1	0	21	5	-0.3882	160.79	299.92
114	1	1	0	0	0	0	0	1	0	58	6	-3.1217	300.79	459.92
114	0	0	0	1	1	0	0	1	1	20	2	-1.0979	120.79	339.92
114	1	1	0	0	1	0	0	1	1	44	4.5833	-1.4034	340.79	399.92
114	1	1	0	0	1	0	1	0	0	43	7	0.3759	NA	339.92
114	1	0	0	1	0	0	0	1	0	36	9	-0.9012	120.79	459.92
114	0	1	0	0	0	0	0	1	3	26	1.5	0.1303	180.79	219.92
114	1	1	0	0	1	0	0	1	0	42	17	-1.0644	100.79	399.92
114	1	0	0	1	0	0	0	1	3	29	0.5915	-0.0946	100.79	419.92
114	1	1	0	0	1	0	0	1	0	45	15	-1.0333	180.79	479.92
114	1	0	0	0	0	1	0	0	0	72	14	-0.5958	280.79	319.92
114	1	0	0	1	0	0	0	1	3	54	12.5	-1.8566	220.79	339.92
114	0	1	0	0	1	0	0	1	0	42	5	1.2304	200.79	199.92
114	0	0	0	1	1	0	0	1	0	41	11	-0.5824	240.79	199.92
114	1	1	0	0	0	0	0	1	1	50	2	-0.2731	100.79	339.92
116	0	1	0	0	0	0	0	0	4	29	0.3333	0.9098	100.79	279.92
116	1	0	0	0	1	1	0	0	0	82	39.1667	-2.0667	140.79	359.92
116	0	1	0	0	1	1	0	0	0	55	10	1.3561	240.79	479.92
116	1	0	0	0	0	0	0	1	2	34	0.3333	-2.2372	100.79	299.92
116	0	1	0	0	0	0	0	1	2	32	0.3333	-1.4392	240.79	319.92
116	0	1	0	0	1	0	0	0	1	22	3.5	1.1155	393.17	139.92
116	1	1	0	0	1	0	0	1	0	41	5.2146	1.3033	100.79	459.92
116	0	0	0	1	0	0	0	1	1	33	8	0.0564	160.79	319.92
116	0	1	0	0	0	0	0	1	1	30	3.75	-0.6712	140.79	359.92
116	1	0	0	1	0	0	1	0	3	25	2.5	1.0781	120.79	379.92
116	0	1	0	0	1	1	0	0	0	54	12	0.2156	298.16	199.92
116	1	0	0	0	0	0	0	1	0	26	3	-0.7473	160.79	359.92
117	1	1	0	0	0	1	0	0	3	22	2.4167	-0.2641	120.79	259.92
117	1	1	0	0	1	1	0	0	0	71	6	-1.786	100.79	499.92
117	1	0	0	0	0	1	0	0	5	29	1.25	0.5973	240.79	339.92
117	1	0	0	0	1	1	0	0	0	74	52.5	2.4366	120.79	339.92
117	0	0	0	0	1	1	0	0	1	47	2.75	2.7422	200.79	439.92
117	1	1	0	0	1	0	0	1	1	42	5	-1.6122	140.79	359.92
117	1	1	0	0	1	0	0	1	8	39	2.5833	-1.7007	100.79	379.92
117	0	1	0	0	1	0	0	0	0	42	19.0833	2.1217	100.79	459.92
117	1	0	0	1	0	0	1	0	4	29	0.8851	-0.3825	287.36	319.92
117	1	0	1	0	0	0	0	1	0	56	12.4167	-0.7728	NA	299.92
117	1	0	0	0	1	0	0	1	0	81	80.1667	-0.0062	291.03	339.92
117	0	1	0	0	1	0	0	1	1	29	2	1.8566	108.96	439.92
117	1	0	1	0	0	0	0	1	3	47	0.0833	0.0841	160.79	419.92
117	0	1	0	0	1	0	0	1	2	39	0.75	-1.3492	100.79	339.92
117	1	0	1	0	0	1	0	0	0	38	14	-0.2342	112.22	379.92
117	1	0	0	1	1	1	0	0	0	52	42	-1.3637	104.83	499.92
118	1	0	0	0	1	1	0	0	0	68	30	0.2651	183.19	279.93
118	1	1	0	0	0	1	0	0	3	21	0.25	-1.156	98.75	259.93
118	1	1	0	0	1	1	0	0	0	56	5	-0.1293	260.79	299.93
118	1	1	0	0	0	0	0	0	0	48	0.25	-0.3241	NA	279.93
118	1	0	1	0	0	1	0	0	3	35	0.1667	0.3879	NA	259.93
118	1	0	0	0	0	1	0	0	0	71	6	-0.4763	180.79	299.93
118	1	1	0	0	1	1	0	0	0	72	14	-0.5985	NA	259.93
118	1	1	0	0	0	1	0	0	0	25	0.1667	0.3709	100.79	279.93
118	1	0	0	0	1	1	0	0	0	72	12	-1.275	NA	299.93
118	1	1	0	0	1	1	0	0	0	52	3	-1.832	91.03	299.93
118	1	1	0	0	0	1	0	0	1	60	3	-1.0104	NA	259.93
118	1	0	1	0	0	1	0	0	3	50	0.25	-1.0758	160.79	299.93
118	0	0	0	1	0	0	0	1	2	23	0.4167	-1.2466	220.79	259.93
118	0	1	0	0	0	0	0	1	2	30	2.1667	-0.9064	100.79	399.93
118	0	1	0	0	0	1	0	0	1	65	2	0.6659	120.79	219.93
118	1	0	1	0	0	1	0	0	0	69	15	-0.9451	NA	339.93
118	0	1	0	0	0	1	0	0	3	52	2.5	-1.7201	196.08	219.93
118	0	1	0	0	0	1	0	0	3	63	0.4167	-0.8385	123.75	259.93
118	1	0	0	1	1	1	0	0	0	78	45	0.7256	NA	299.93
118	1	1	0	0	1	0	0	1	1	38	3.8333	-0.3517	220.79	239.93
118	0	1	0	0	0	0	0	1	1	36	2.8333	-1.3839	140.79	259.93
118	1	1	0	0	0	0	0	1	1	34	0.5833	-0.723	100.79	239.93
118	1	1	0	0	1	0	0	1	0	40	9	-0.4567	200.79	239.93
118	1	1	0	0	0	0	0	1	1	37	2.25	-1.6387	100.79	399.93
118	1	0	0	0	1	0	0	1	3	38	1.1667	-0.4603	200.79	439.93
118	1	1	0	0	1	0	0	1	2	18	3.5	-0.6493	140.79	259.93
118	1	1	0	0	0	0	0	1	10	27	0.5833	-0.489	220.79	379.93
118	1	0	0	1	0	0	0	1	10	23	1	1.2788	240.79	299.93
118	1	1	0	0	0	0	0	1	1	26	1.5	-0.8793	140.79	299.93
118	0	1	0	0	1	0	0	1	3	38	1	-0.8166	179.83	419.93
118	1	0	0	1	0	0	0	0	2	19	3	0.4739	300.79	219.93
118	1	0	0	1	0	0	0	1	2	53	4	-2.1255	140.79	119.93
118	1	0	0	1	0	0	0	1	0	22	0.25	-1.5145	140.79	399.93
118	1	1	0	0	1	1	0	0	0	59	8	0.4819	200.79	439.93
118	1	0	1	0	1	0	0	1	1	48	0.0833	-0.9053	140.79	319.93
118	1	0	0	1	1	0	0	1	1	39	4	-2.0861	180.79	239.93
118	0	0	0	1	1	1	0	0	0	43	20	0.6436	346.79	279.93
118	1	0	1	0	1	1	0	0	0	55	7.5	-0.8522	335.99	239.93
118	0	0	0	1	0	0	0	0	4	20	1.5	-0.617	216.03	259.93
118	1	1	0	0	1	1	0	0	0	80	68	-1.4708	159.84	359.93
118	1	1	0	0	0	0	0	1	7	37	2.25	-0.384	220.79	159.93
118	0	1	0	0	0	0	0	0	3	52	3.5	0.2998	105.19	239.93
118	1	0	1	0	0	0	0	1	2	35	3	-0.489	320.79	139.93
118	1	0	1	0	1	1	0	0	0	48	10	0.4496	200.79	99.93
118	0	0	0	0	0	1	0	0	1	63	1.0833	-0.0563	300.79	219.93
119	0	0	0	0	1	1	0	0	0	28	26.9167	0.025	240.79	339.92
119	0	0	0	1	1	0	0	1	0	21	15	0.4093	120.79	399.92
119	1	1	0	0	1	0	0	0	0	75	35	-1.0445	166.03	379.92
119	0	1	0	0	1	0	0	1	2	67	1	-2.226	140.79	319.92
119	0	1	0	0	1	0	0	1	3	41	0.1667	-0.617	241.03	279.92
119	0	0	0	1	0	0	0	1	2	28	10	0.964	240.79	419.92
119	0	1	0	0	1	0	0	0	0	48	18	1.2926	240.79	379.92
119	1	1	0	0	0	1	0	0	1	29	1	0.5569	366.03	199.92
119	0	1	0	0	0	1	0	0	1	36	0.3333	0.2162	166.03	239.92
119	1	0	0	0	1	1	0	0	0	47	17.5833	0.3528	240.79	459.92
119	1	0	0	1	0	0	0	1	0	32	5.25	0.279	160.79	279.92
119	0	1	0	0	1	0	0	1	0	51	15.75	-1.7967	129.84	319.92
119	1	0	0	0	1	0	0	0	0	77	22	-1.4843	300.79	239.92
119	1	0	0	0	0	0	0	1	1	81	2	-2.8556	100.79	179.92
119	1	0	0	1	1	0	0	1	0	26	25	0.3713	220.79	259.92
119	1	1	0	0	1	0	0	1	1	45	1.4167	-0.7242	100.79	339.92
119	1	1	0	0	1	1	0	0	0	37	20	1.8462	280.79	359.92
119	1	1	0	0	1	0	0	1	0	34	7	-0.4659	205.19	459.92
119	0	0	1	0	0	0	0	1	0	64	5	-0.5536	140.79	199.92
119	1	0	0	1	0	0	0	1	1	37	1.5	-0.617	241.03	199.92
