nh	female	married	sepdiv	single	ownhh	white	black	hispan	mobility	age	yrsnh	ses	violence	control
174	0	1	0	0	0	0	1	0	1	22	4	-0.0739	341.03	319.93
174	1	0	0	1	0	0	1	0	1	38	4	-0.8419	280.79	359.93
174	1	0	0	1	0	0	1	0	2	36	4.564	-1.3435	260.79	399.93
174	0	1	0	0	0	0	1	0	2	28	2	-0.9699	300.79	359.93
174	1	0	0	0	0	0	1	0	0	71	21	-2.3871	240.79	379.93
174	1	0	0	1	0	0	1	0	1	24	3.5	-1.6961	300.79	399.93
174	0	1	0	0	1	0	1	0	0	63	6	0.5224	240.79	439.93
174	1	0	0	1	0	0	1	0	2	31	1	-1.0658	280.79	419.93
174	1	0	0	1	0	0	1	0	1	30	3	1.192	100.79	399.93
174	1	0	1	0	0	0	1	0	0	35	6	-1.0691	180.79	199.93
174	0	0	1	0	0	0	1	0	2	49	1.1667	-0.8513	320.79	159.93
174	1	0	0	1	0	0	1	0	2	40	1.5	-0.0179	240.79	199.93
174	0	0	0	1	0	0	1	0	1	49	3	-1.3463	400.79	179.93
174	1	0	0	0	1	0	1	0	0	46	13	-0.0814	391.03	359.93
174	1	0	1	0	1	0	1	0	0	47	30	-0.3373	260.79	459.93
174	1	0	0	0	0	0	1	0	3	66	2	-0.993	340.79	399.93
174	1	0	0	1	0	0	1	0	0	34	5	-1.7052	400.79	259.93
174	1	1	0	0	1	0	1	0	0	77	32.6667	-1.7319	260.79	239.93
174	1	0	0	1	0	0	1	0	3	43	1.0833	-0.8719	280.79	379.93
174	1	0	1	0	1	0	1	0	0	66	25	-0.951	248.16	359.93
174	1	0	0	1	0	0	1	0	2	27	0.1667	-1.1843	100.79	379.93
174	0	0	0	1	1	0	1	0	1	41	15.5	0.3517	200.79	299.93
174	1	0	0	0	0	0	1	0	0	33	5	-0.6057	260.79	399.93
174	1	1	0	0	0	0	1	0	0	37	11.5	-1.2856	340.79	159.93
174	0	1	0	0	1	0	1	0	0	69	32	-0.9944	260.79	339.93
174	1	0	1	0	0	0	0	0	1	57	25	-0.8935	100.79	219.93
174	1	0	0	1	0	0	1	0	0	25	11.5	-1.0022	180.79	319.93
174	1	0	0	0	1	0	1	0	0	75	22	-0.3663	240.79	319.93
174	1	1	0	0	1	0	1	0	0	67	32	-2.355	240.79	279.93
174	1	0	1	0	0	0	1	0	3	30	0.75	-1.2158	226.5	419.93
174	0	0	1	0	0	0	1	0	0	57	10	-1.0199	NA	NA
174	1	1	0	0	1	0	1	0	0	72	36	-0.4283	83.19	499.93
174	1	1	0	0	0	0	1	0	0	33	8	0.3808	240.79	319.93
174	1	0	1	0	0	0	0	0	2	23	3.5	-0.8522	180.79	199.93
174	1	0	1	0	0	0	1	0	2	38	2	-0.2828	280.79	359.93
174	1	0	0	1	1	0	1	0	0	24	24.5	-1.3755	83.19	479.93
174	1	0	0	1	0	0	1	0	0	34	7.6667	-0.7791	240.79	241.45
174	1	0	1	0	0	0	1	0	0	46	15.5	-1.3635	220.79	359.93
174	1	0	0	1	0	0	1	0	1	34	4.4167	-1.3631	340.79	239.93
174	1	0	1	0	0	0	1	0	0	37	5.0833	0.1302	340.79	239.93
174	0	1	0	0	0	0	1	0	2	30	0.3333	-0.1903	100.79	479.93
175	1	1	0	0	0	0	1	0	5	45	3	-2.7419	NA	199.92
175	1	0	0	1	0	0	1	0	1	32	9.8333	-1.2886	280.79	339.92
175	1	0	0	1	0	0	1	0	2	22	3.4167	-0.7554	120.79	459.92
175	1	0	0	1	0	0	1	0	1	26	0.4167	-1.5866	100.79	439.92
175	1	0	0	1	0	0	1	0	0	25	24.1667	0.0953	200.79	99.92
175	1	0	0	0	0	0	1	0	0	55	5.1667	0.4811	100.79	399.92
175	0	0	0	0	0	0	1	0	0	68	13	-1.1898	273.75	239.92
175	1	0	0	1	1	0	1	0	0	50	22.5	0.8348	180.79	399.92
175	0	1	0	0	0	0	1	0	0	66	22	-2.4959	300.79	419.92
175	0	0	0	1	1	0	1	0	0	40	34	0.8884	200.79	319.92
175	1	0	1	0	0	0	1	0	0	47	13	-1.0656	NA	239.92
175	0	0	0	1	1	0	1	0	0	66	37	1.0701	266.04	179.92
175	1	0	0	1	1	0	1	0	1	39	3.6667	-0.4274	205.19	379.92
175	1	0	1	0	0	0	1	0	0	45	3.8333	1.2177	248.75	219.92
175	1	0	1	0	1	0	1	0	0	31	23.6667	0.0414	120.79	279.92
176	1	1	0	0	0	0	1	0	0	51	17	-0.519	140.79	499.93
176	1	0	0	1	0	0	1	0	2	37	0.75	-1.7105	240.79	439.93
176	1	0	0	1	0	0	1	0	3	26	1.1667	0.2914	283.2	319.93
176	1	0	0	1	0	0	1	0	1	29	2.9167	-1.2789	240.79	379.93
176	1	0	0	0	0	0	1	0	0	83	13	-0.1762	160.79	399.93
176	1	0	1	0	0	0	1	0	0	47	7	-0.3321	NA	259.93
176	0	0	1	0	0	0	1	0	0	34	5	-1.6649	130.19	439.93
176	1	0	0	1	0	0	1	0	0	40	5	0.0011	180.79	459.93
176	1	0	0	1	0	0	1	0	0	24	10.5	-0.5784	NA	399.93
176	0	0	0	1	1	0	1	0	0	21	8	-0.1727	220.79	359.93
176	0	0	0	1	0	0	1	0	0	32	7	1.0678	226.51	199.93
176	1	0	1	0	0	0	1	0	0	46	9	-1.5021	240.79	359.93
176	1	0	1	0	0	0	1	0	0	73	8	-1.1706	140.79	259.93
176	1	0	1	0	0	0	0	0	1	40	2	-0.6003	260.79	399.93
176	1	0	0	0	0	0	1	0	0	63	6	-0.2111	100.79	279.93
176	1	0	0	0	0	0	1	0	1	83	10	-3.1458	NA	122.99
177	1	0	0	0	0	0	1	0	0	91	6	-2.039	279.15	279.92
177	0	0	0	1	0	0	1	0	1	31	3.5	1.2376	360.79	199.92
177	1	0	0	0	0	0	1	0	0	56	22.25	-1.2621	291.03	159.92
177	0	1	0	0	0	0	1	0	0	39	5.5	-1.6677	NA	219.92
177	0	0	0	0	0	0	1	0	0	68	12.5833	-1.7584	260.79	199.92
177	0	0	0	0	0	0	1	0	0	80	10	-2.6867	100.79	359.92
177	1	0	1	0	1	0	1	0	1	45	4	1.2099	200.79	459.92
177	1	0	1	0	0	0	1	0	0	38	6.5	-0.5422	320.79	99.92
177	1	0	1	0	0	0	1	0	2	41	1.25	0.0979	340.79	179.92
178	0	0	0	1	0	0	1	0	1	55	3.5	-2.0878	283.19	299.93
178	0	1	0	0	0	0	1	0	1	52	1.7405	0.9824	200.79	299.93
178	1	0	0	1	0	0	0	0	2	24	1.9167	0.1498	163.6	299.93
178	0	0	0	1	0	0	1	0	1	32	7.8573	-0.9376	100.79	379.93
178	1	0	1	0	0	0	1	0	0	45	18	-0.3082	120.79	419.93
178	1	0	1	0	0	0	1	0	0	47	6.5	-0.5859	300.79	179.93
178	1	0	1	0	0	0	1	0	0	44	10.1667	-1.5754	360.79	179.93
178	0	1	0	0	0	0	1	0	0	64	13	-1.6076	320.79	399.93
178	0	1	0	0	1	0	1	0	0	57	15	0.2421	180.79	399.93
178	1	0	1	0	0	0	1	0	0	52	22	-0.4119	220.79	399.93
178	1	0	0	0	0	0	1	0	0	68	42	-0.3974	200.79	339.93
178	0	1	0	0	0	0	1	0	2	33	3.4167	1.4178	240.79	459.93
178	1	0	0	1	1	0	1	0	0	41	15	-1.0552	300.79	359.93
178	1	0	0	0	0	0	1	0	0	60	5.8333	-2.5436	120.79	339.93
178	0	0	0	1	0	0	1	0	0	23	4.4167	-1.9696	160.79	219.93
178	1	0	0	1	1	0	1	0	0	36	2.0833	-0.9929	200.79	239.93
178	0	1	0	0	1	0	1	0	1	37	4	-1.2175	220.79	179.93
178	1	0	0	1	0	0	1	0	2	18	0.5	-1.3008	260.79	159.93
178	0	1	0	0	0	0	1	0	1	41	6	-0.6753	320.79	339.93
178	1	0	0	1	0	0	1	0	1	51	0.5833	-1.4496	100.79	499.93
178	0	0	0	1	0	0	1	0	0	39	6.5833	-0.2711	120.79	159.93
178	1	0	0	0	1	0	1	0	0	69	40	-0.3814	260.79	399.93
178	1	0	0	1	0	0	1	0	0	25	1.3333	0.7714	245.38	219.93
178	0	0	1	0	1	0	1	0	0	30	20	1.8343	200.79	399.93
178	0	0	0	1	0	0	0	0	2	18	3	-1.2581	220.79	439.93
178	1	0	0	1	1	0	1	0	0	33	13.5	-0.6404	140.79	499.93
178	0	1	0	0	0	0	1	0	0	46	5.7797	-0.2295	220.79	239.93
178	1	1	0	0	0	0	1	0	1	28	0.3333	-1.1112	159.84	439.93
178	1	0	1	0	0	0	1	0	0	49	26	-1.0853	200.79	479.93
178	0	0	0	1	1	0	1	0	0	26	25	-0.2595	200.79	339.93
178	1	0	0	0	1	0	1	0	0	63	30	-2.4041	130.19	359.93
178	1	0	1	0	1	0	1	0	0	71	37	1.5993	100.79	419.93
178	1	0	0	1	1	0	1	0	0	19	19	-1.1832	140.79	459.93
178	0	0	0	1	0	0	1	0	0	35	33	-1.5594	180.79	479.93
178	1	0	1	0	1	0	1	0	0	40	18.5	-1.3726	160.79	499.93
178	0	0	0	0	0	0	1	0	0	75	32	-0.658	160.79	379.93
178	1	0	1	0	1	0	1	0	0	48	23	-0.3326	200.79	419.93
178	1	1	0	0	0	0	1	0	0	32	4.6667	-0.2104	340.79	399.93
178	0	0	0	1	1	0	0	0	0	18	15	-1.0329	160.79	399.93
178	1	0	1	0	0	0	1	0	2	38	0.1667	1.8023	140.79	459.93
179	0	0	0	0	1	0	1	0	1	21	12	1.4141	140.79	339.92
179	0	0	0	1	0	0	1	0	1	20	0.4167	-0.954	140.79	399.92
179	1	0	0	1	0	0	1	0	2	26	0.5833	0.4216	140.79	239.92
179	0	0	1	0	0	0	1	0	0	71	34.9167	-2.7618	NA	379.92
179	1	0	0	1	0	0	1	0	2	33	0.5	-1.1204	296.07	199.92
179	1	0	1	0	0	0	1	0	3	45	0.5	-0.8385	NA	299.92
179	1	0	0	1	0	0	1	0	1	25	1	-0.4256	200.79	339.92
179	1	0	0	1	0	0	1	0	2	42	1	-1.6938	200.79	359.92
179	1	0	0	1	0	0	1	0	1	39	5.5	0.5144	248.16	299.92
179	1	0	0	1	0	0	1	0	0	28	0.4167	-0.9153	183.19	219.92
179	0	1	0	0	0	0	1	0	0	34	5.5	0.2686	160.79	479.92
179	0	1	0	0	1	0	1	0	1	33	4	1.1041	300.79	179.92
180	1	0	0	0	1	0	0	0	0	44	5.5	2.5922	112.05	319.92
180	1	0	1	0	0	1	0	0	0	32	5.5833	2.0906	220.79	399.92
180	1	0	0	0	0	0	1	0	0	18	12.1667	-1.0022	180.79	399.92
180	1	0	1	0	1	0	0	1	0	45	17	0.7465	140.79	339.92
180	0	1	0	0	1	0	1	0	0	46	3	2.9243	148.75	479.92
180	1	0	0	1	0	0	1	0	3	23	1	1.4391	193.17	239.92
180	1	0	0	0	0	1	0	0	0	80	13	-0.9247	83.19	322.98
180	0	1	0	0	1	0	1	0	1	32	0.1667	0.7521	108.96	419.92
180	1	1	0	0	0	1	0	0	4	26	1.1667	2.4112	284.62	419.92
180	0	0	0	0	0	1	0	0	4	24	0.5833	-0.1499	220.79	359.92
180	1	1	0	0	0	0	0	1	0	36	7	0.0841	100.79	499.92
180	1	0	0	1	1	1	0	0	0	74	71	1.2538	260.79	419.92
180	1	0	0	1	0	0	0	0	2	25	0.1667	2.5467	100.79	99.92
180	1	0	0	1	0	1	0	0	3	26	2	0.3286	196.07	199.92
180	1	0	0	1	0	1	0	0	3	24	2.25	-0.0309	225.59	179.92
180	0	1	0	0	1	1	0	0	0	86	35	0.0449	140.79	379.92
180	1	1	0	0	1	1	0	0	0	39	6.75	2.5185	220.79	399.92
180	1	0	1	0	0	0	1	0	2	34	0.75	0.9466	100.79	439.92
180	1	0	0	1	0	0	1	0	3	40	0.5	-0.0894	NA	299.92
180	0	1	0	0	0	0	0	1	4	29	0.1667	3.5877	292.26	319.92
180	1	0	0	1	0	0	0	0	1	20	2.0833	-0.2146	100.79	419.92
180	0	0	0	1	0	0	1	0	0	24	8.1667	-0.5432	283.19	439.92
180	1	0	0	1	0	0	1	0	3	47	0.9167	1.8243	105.19	399.92
180	1	1	0	0	0	0	0	0	4	35	1.1667	1.0343	246.79	479.92
180	1	0	1	0	0	0	0	0	4	23	1.0833	0.071	241.03	439.92
180	1	1	0	0	1	0	0	0	2	31	3.5	-0.4309	183.19	499.92
180	0	0	0	1	0	0	1	0	0	51	8.0833	2.2094	NA	222.98
180	0	1	0	0	0	0	0	0	2	29	0.3333	3.5309	NA	439.92
180	1	0	0	1	0	0	0	0	3	21	1.0833	-0.0762	NA	222.98
181	1	0	0	1	0	0	1	0	2	23	3.4167	-0.8199	220.79	259.92
181	0	0	0	1	0	0	1	0	0	46	17	-1.0259	360.79	179.92
181	0	0	0	1	0	0	1	0	0	21	9	-1.4715	266.03	319.92
181	1	0	0	1	0	0	1	0	1	29	4.3333	-0.5859	400.79	299.92
181	1	0	0	1	0	0	1	0	1	26	3.4167	-0.5213	200.79	259.92
181	1	0	1	0	0	0	1	0	0	25	12	-1.4392	240.79	299.92
181	0	0	0	1	0	0	1	0	1	21	2.5	-1.1509	240.79	299.92
181	1	0	1	0	0	0	1	0	0	61	36	-0.7981	387.36	319.92
181	1	1	0	0	0	0	1	0	0	50	12.5833	-0.6513	300.79	359.92
181	1	1	0	0	0	0	1	0	0	34	9.5	-1.0021	260.79	259.92
181	0	1	0	0	0	0	1	0	3	32	2.75	-0.9106	198.75	259.92
181	1	0	0	1	0	0	1	0	0	34	17	-1.0829	360.79	239.92
181	1	0	1	0	0	0	1	0	0	38	7.25	-1.4705	298.75	319.92
181	1	0	1	0	0	0	1	0	0	62	16	-2.0137	200.79	319.92
181	1	0	0	1	0	0	1	0	0	51	9	-1.393	193.17	419.92
182	0	1	0	0	0	0	1	0	0	44	8.6667	-0.5535	NA	359.93
182	1	0	0	1	0	0	1	0	0	18	6.1667	-1.3175	280.79	399.93
182	0	0	0	1	0	0	1	0	3	40	2	-1.2477	220.79	299.93
182	0	1	0	0	0	0	1	0	0	48	11	-0.8938	300.79	199.93
182	0	1	0	0	0	0	1	0	0	42	8.0533	1.4621	287.36	219.93
182	0	0	0	0	0	0	1	0	2	33	1.5	-0.7773	280.79	159.93
182	0	0	1	0	0	0	1	0	0	56	5	1.3007	205.19	422.98
182	1	0	0	1	0	0	1	0	2	32	0.5833	0.1756	325.59	399.93
182	1	0	0	0	0	0	1	0	0	73	8	-3.435	205.19	422.98
182	1	0	0	0	0	0	1	0	0	39	5	-1.1034	326.5	379.93
182	0	0	0	1	0	0	1	0	2	30	0.0833	0.4383	280.19	439.93
182	1	0	1	0	0	0	1	0	0	65	10.4167	-1.5293	NA	359.93
184	1	0	1	0	0	0	1	0	0	38	3.75	-1.7981	360.79	119.92
184	1	1	0	0	0	0	1	0	0	38	8	-0.9137	251.72	419.92
184	0	0	0	0	0	0	1	0	0	71	8.5	-3.4667	266.03	379.92
184	1	0	0	1	0	0	1	0	2	20	2	-1.8252	316.03	99.92
184	1	0	0	1	0	0	1	0	0	24	24	-1.7782	180.79	379.92
184	1	0	1	0	0	0	1	0	0	47	12	-1.4392	391.03	419.92
184	1	0	0	0	0	0	1	0	0	62	25	-2.418	140.79	359.92
184	0	1	0	0	0	0	0	0	0	35	5	1.6305	284.62	339.92
184	1	0	0	0	0	0	1	0	1	52	1.5833	-0.8741	391.03	319.92
184	0	0	1	0	0	0	1	0	1	49	3.5	-1.2169	200.79	239.92
184	1	0	0	1	0	0	1	0	3	26	1.6667	-1.2155	291.03	419.92
184	0	0	0	1	0	0	1	0	1	18	3.5	-1.1186	191.03	359.92
184	1	0	0	1	0	0	1	0	0	35	13	-1.6232	320.79	339.92
184	1	0	0	1	0	0	1	0	1	22	3.1667	-1.1502	220.79	339.92
184	0	0	1	0	0	0	1	0	0	72	8	-2.2114	226.98	379.92
184	1	0	0	0	0	0	1	0	1	48	3.5	-0.105	291.03	339.92
184	1	0	0	1	0	0	1	0	0	29	0.0833	-1.8395	NA	339.92
185	0	1	0	0	1	0	0	1	2	32	1.5	1.3041	120.78	499.92
185	1	0	1	0	0	0	1	0	0	40	5.3333	-1.822	120.78	359.92
185	1	0	1	0	1	0	1	0	0	73	30	-1.3088	180.78	419.92
185	1	0	0	0	1	0	1	0	0	62	20	-0.5527	191.03	359.92
185	1	0	1	0	1	0	0	1	1	33	4.5833	0.8867	385.05	319.92
185	0	0	0	0	1	0	1	0	0	60	23.25	-2.0019	240.78	379.92
185	0	0	0	1	1	0	1	0	0	28	24.4167	0.5362	218.38	339.92
185	0	1	0	0	1	0	1	0	0	65	31	2.2539	240.78	439.92
185	1	1	0	0	1	0	1	0	0	51	27	0.0242	223.74	319.92
185	0	1	0	0	1	0	0	1	0	47	10	-2.4471	100.78	339.92
185	0	1	0	0	1	0	0	1	0	37	5.8333	1.4829	105.18	319.92
185	1	0	0	0	0	0	0	1	0	62	6	-3.0214	260.78	239.92
185	0	0	0	1	0	1	0	0	1	34	4.9167	2.0802	160.78	359.92
185	1	0	0	1	0	0	0	1	0	27	20	-1.751	100.78	399.92
185	1	0	0	1	1	0	0	1	0	19	18.0833	-0.7846	160.78	319.92
185	1	0	0	0	0	0	0	1	0	40	23.6251	-2.7511	180.78	399.92
185	1	0	0	1	1	0	0	0	0	60	41	0.5467	230.18	379.92
185	1	0	0	1	0	0	0	1	2	24	4	-2.0417	100.78	399.92
185	0	1	0	0	0	0	0	1	0	50	0.5	-1.5014	180.78	359.92
185	0	1	0	0	1	0	0	0	0	48	12	0.261	220.78	399.92
185	1	1	0	0	0	0	0	1	2	23	0.4167	-2.167	100.78	359.92
185	0	1	0	0	1	1	0	0	0	88	20	-0.491	100.78	359.92
185	1	0	0	1	1	0	1	0	0	45	30	1.7533	140.78	359.92
185	0	1	0	0	1	0	0	1	0	67	11	-0.3463	220.78	379.92
185	1	0	0	1	0	0	0	1	0	28	7	-0.8529	91.03	199.92
185	0	1	0	0	0	0	1	0	0	59	10	-0.6147	270.59	319.92
185	1	0	0	0	1	0	1	0	0	82	40	-1.9539	135.27	419.92
185	0	0	1	0	0	0	0	1	0	38	26.1667	-0.9004	183.19	399.92
185	1	1	0	0	1	0	0	0	0	32	32	0.7264	100.78	439.92
185	1	0	0	1	1	0	1	0	0	26	26.5833	1.7181	140.78	299.92
185	0	0	0	0	1	0	1	0	0	71	2.75	0.1794	103.93	399.92
185	1	0	1	0	0	0	1	0	0	39	5	0.6204	100.78	379.92
185	0	1	0	0	0	0	0	1	0	56	24	-2.4297	180.78	399.92
185	0	1	0	0	1	0	0	1	0	35	30	-0.6481	140.78	219.92
185	1	0	1	0	0	0	1	0	4	38	1.5833	-1.1497	260.78	359.92
185	1	0	0	1	0	0	1	0	0	36	21	-0.9239	140.78	339.92
185	1	0	0	1	0	0	1	0	1	33	0.3333	3.0072	105.18	379.92
185	0	0	0	0	0	0	0	1	0	43	7	0.343	200.78	279.92
185	1	0	0	1	0	0	0	0	0	27	11	1.5578	180.78	299.92
185	1	0	0	1	0	0	0	1	1	26	4.5	1.0816	196.07	339.92
185	1	0	0	0	1	0	0	1	0	26	6.3333	-0.926	140.78	439.92
185	1	0	0	1	0	1	0	0	0	47	6.0833	0.896	100.78	419.92
185	1	0	0	1	0	1	0	0	3	35	0.1667	-0.4163	140.78	479.92
185	1	0	0	1	0	1	0	0	4	31	1.25	-0.3218	274.39	439.92
185	0	1	0	0	0	0	0	0	0	28	6	2.0169	100.78	299.92
185	1	0	0	1	0	0	1	0	1	18	1.5	-0.9158	200.78	339.92
186	1	1	0	0	0	0	1	0	2	58	2	-0.361	151.72	419.92
186	1	0	0	0	0	0	1	0	0	67	38.5749	0.3526	185.06	399.92
186	0	0	0	1	1	0	1	0	0	79	20.7931	-1.9007	283.19	299.92
186	0	0	0	1	0	0	1	0	1	29	2	-1.3215	200.79	339.92
186	0	0	0	0	0	0	1	0	8	48	6	-1.5295	220.79	239.92
186	0	0	1	0	1	0	1	0	0	50	10	-0.8086	103.94	419.92
186	0	0	1	0	1	0	1	0	0	46	40	-0.7542	100.79	419.92
186	1	0	0	1	0	0	1	0	0	38	5	-0.5755	137.27	439.92
186	0	0	1	0	0	0	1	0	0	32	6	-0.8326	183.19	279.92
186	1	0	0	0	1	0	1	0	0	90	50	-2.2818	NA	359.92
186	1	0	1	0	0	0	0	0	0	46	26	-0.2076	85.28	419.92
186	1	0	0	1	0	0	1	0	0	26	6.5	-0.5008	260.79	239.92
186	0	0	0	1	1	0	1	0	0	79	49.5	1.4153	NA	279.92
187	1	0	0	1	0	0	1	0	3	36	1	-2.1554	280.79	419.92
187	1	0	0	0	0	0	1	0	1	75	11.2536	-2.827	226.98	499.92
187	0	0	0	1	0	0	1	0	3	31	1.5	-0.6672	280.79	391.45
187	1	1	0	0	0	0	1	0	0	34	5	-1.4732	280.19	459.92
187	1	0	0	0	0	0	1	0	0	68	12.3333	-2.2079	208.96	499.92
187	1	1	0	0	0	0	1	0	0	37	22.6013	-1.4922	241.04	479.92
187	0	0	0	1	0	0	1	0	3	51	0.5833	-1.0956	316.04	199.92
187	1	0	0	0	0	0	1	0	1	70	1.5	-0.3075	NA	319.92
187	0	0	0	1	0	1	0	0	2	34	0.5833	-0.8151	96.08	359.92
187	1	0	0	0	0	0	1	0	0	64	1.3333	-1.1467	191.04	279.92
187	1	0	0	1	0	0	1	0	0	44	33.0833	-1.2789	180.79	499.92
187	0	1	0	0	1	0	1	0	0	49	7	0.399	300.79	439.92
187	1	1	0	0	1	0	1	0	6	20	2	-1.3008	340.79	419.92
187	1	1	0	0	0	0	1	0	2	33	1.4072	-1.2692	NA	219.92
187	1	0	0	1	0	0	1	0	0	39	36	-1.9876	400.79	199.92
187	1	0	0	1	0	0	1	0	1	33	4	-0.9639	340.79	199.92
187	0	0	1	0	0	0	1	0	1	55	1	0.767	366.04	339.92
187	1	0	0	1	0	0	1	0	1	30	4.5	-1.4649	300.79	339.92
187	1	1	0	0	1	0	1	0	0	69	43	-1.3772	100.79	199.92
187	0	1	0	0	1	0	1	0	0	46	11.8333	0.6364	140.79	399.92
187	0	0	0	1	0	0	1	0	2	62	2.3517	-1.2107	180.79	339.92
187	1	1	0	0	1	0	0	1	1	20	2	-1.0022	180.79	479.92
188	0	0	0	1	1	0	1	0	0	72	37	-0.6124	NA	299.92
188	1	0	0	1	1	0	1	0	0	34	33	-0.9903	183.19	379.92
188	0	1	0	0	0	0	1	0	1	48	0.5833	0.5373	NA	199.92
188	1	0	0	1	0	0	1	0	1	30	3.5833	-0.858	260.79	239.92
188	1	1	0	0	0	0	1	0	1	27	1.5833	-1.5141	93.17	339.92
188	0	0	1	0	0	0	1	0	1	31	4.5	-1.7133	187.36	279.92
188	1	0	0	1	0	0	1	0	0	40	9	0.7276	NA	319.92
188	1	0	0	0	0	0	1	0	0	71	30	-0.6785	185.28	339.92
188	1	0	0	1	0	0	1	0	2	30	1	-0.606	293.17	99.92
188	0	1	0	0	0	0	1	0	2	34	2	0.1187	196.08	219.92
188	1	1	0	0	0	0	1	0	4	40	0.0833	-0.0612	NA	319.92
188	1	0	0	1	0	0	1	0	0	22	21.5	-0.3171	160.79	479.92
188	1	0	1	0	0	0	1	0	3	36	1	-0.5811	135.88	299.92
188	1	1	0	0	0	0	1	0	2	29	0.1667	-0.2122	360.79	239.92
188	0	0	0	0	1	0	1	0	0	75	44.3333	-0.308	100.79	199.92
188	1	0	0	1	1	0	1	0	0	22	2	0.738	260.79	359.92
188	1	0	0	1	0	0	1	0	0	30	6.5	-0.8188	259.84	159.92
188	1	0	0	1	0	0	1	0	0	35	15	1.3998	326.5	139.92
188	0	0	0	1	0	0	1	0	0	26	25	-0.2768	241.03	359.92
188	0	0	0	1	0	0	1	0	0	24	5	0.6111	260.79	399.92
188	1	0	0	1	0	0	0	0	1	26	15	0.5534	320.79	239.92
188	0	1	0	0	0	0	1	0	0	27	10	0.5488	260.79	319.92
189	0	1	0	0	0	0	1	0	1	47	4	-1.1728	230.19	499.93
189	1	0	0	1	0	0	1	0	3	45	1	-1.5234	305.19	439.93
189	1	0	1	0	1	0	1	0	3	26	1	-1.0634	260.31	439.93
189	0	0	0	1	0	0	1	0	0	73	47.5	-1.5227	260.79	499.93
189	1	0	1	0	1	0	1	0	0	52	20	1.5683	220.79	399.93
189	1	0	1	0	1	0	1	0	0	69	46	1.0815	NA	499.93
189	0	0	1	0	1	0	1	0	0	61	32	0.0311	166.03	239.93
189	1	0	1	0	0	0	1	0	0	50	0.75	0.8755	NA	379.93
189	1	0	0	1	0	0	1	0	1	28	4.5833	-1.3746	98.16	199.93
189	1	0	0	0	0	0	1	0	0	26	3	0.4926	360.79	219.93
189	1	0	0	1	0	0	1	0	2	31	3	-0.1409	166.03	379.93
189	1	0	0	0	1	0	1	0	0	58	24	-1.2529	335.27	119.93
189	1	0	1	0	0	0	1	0	2	35	1.5	-0.9642	326.5	399.93
189	1	0	0	1	0	0	1	0	1	46	10	-1.1059	285.05	239.93
189	1	0	0	1	0	0	1	0	0	24	15	-0.5027	100.79	479.93
189	0	0	0	1	0	0	0	0	1	38	0.1667	0.7472	160.79	379.93
189	0	0	0	0	0	0	1	0	0	42	14	-0.9272	320.79	399.93
189	1	0	0	1	0	0	1	0	3	31	2	-0.6925	NA	419.93
189	1	0	0	1	1	0	1	0	1	21	1.5	-0.7462	140.79	419.93
189	1	0	0	1	1	0	1	0	0	20	20.1667	1.6417	360.79	99.93
189	1	0	0	1	0	0	1	0	1	20	4.8665	-1.3623	391.03	219.93
189	1	0	0	1	0	0	1	0	2	22	2	-0.5092	220.79	399.93
190	1	0	0	1	0	0	1	0	3	26	0.25	-0.9365	260.79	439.92
190	1	0	1	0	0	0	1	0	0	42	6	0.5276	280.79	479.92
190	1	0	0	1	0	0	1	0	2	34	2.9167	-1.1207	200.79	179.92
190	0	0	1	0	1	0	1	0	0	64	41.3333	-0.0647	240.79	459.92
190	0	0	0	0	1	0	1	0	0	61	30	-0.926	246.08	259.92
190	1	1	0	0	0	0	1	0	0	65	17	-0.4582	283.91	359.92
190	0	0	0	1	1	0	1	0	0	39	8	-0.8826	200.79	399.92
190	1	0	0	1	0	0	1	0	0	30	7	0.3016	200.79	399.92
190	1	0	0	1	0	0	1	0	3	25	0.6667	-1.3018	316.04	219.92
190	1	0	0	1	0	0	1	0	0	23	5	-1.8439	160.79	319.92
190	0	1	0	0	1	0	1	0	0	60	18	-1.5637	208.96	379.92
190	1	0	0	0	0	0	1	0	0	47	12.25	-1.3423	284.62	199.92
190	1	0	0	1	0	0	1	0	0	19	4	0.0475	300.79	299.92
190	1	0	0	1	1	0	1	0	0	32	20	3.2263	260.79	299.92
190	1	0	0	1	1	0	1	0	0	28	28	-0.8904	NA	239.92
190	1	0	0	1	0	0	1	0	2	24	1.25	-0.6399	291.04	199.92
190	0	0	0	1	0	0	1	0	0	28	6.3333	1.1464	326.51	199.92
190	1	0	0	1	0	0	1	0	1	26	0.5	-1.356	220.79	99.92
190	0	1	0	0	0	0	1	0	1	31	1.75	-0.0427	140.79	399.92
190	1	0	0	1	0	0	1	0	0	36	5.5833	-0.7928	280.79	179.92
190	1	1	0	0	0	0	1	0	1	31	1.5	0.0119	100.79	319.92
191	1	0	0	1	1	0	1	0	0	38	16.5	1.8231	260.79	399.92
191	0	0	1	0	0	0	1	0	0	40	20.5	-1.3146	180.79	399.92
191	1	0	0	0	1	0	1	0	0	68	40	-0.4151	251.72	399.92
191	0	0	0	1	0	0	1	0	2	36	0.5833	-0.0026	100.79	259.92
191	1	0	1	0	0	0	1	0	2	38	1	-0.9392	305.19	499.92
191	1	0	0	1	0	0	1	0	1	25	0	-0.4256	NA	299.92
191	1	0	0	1	1	0	1	0	0	24	20	-0.2598	240.79	299.92
